customer_id,first_name,age,email,country,estado_civil,nivel_de_educacion
101.0,Jordan,67.0,user101@example.com,Australia,Casado/a,Secundaria
102.0,Alex,29.0,user102@example.com,Mexico,,Secundaria
103.0,Dakota,48.0,user103@example.com,UK,Casado/a,Secundaria
104.0,Dakota,34.0,user104@example.com,Italy,Viudo/a,Universitario
105.0,Robin,50.0,user105@example.com,France,Soltero/a,Universitario
106.0,,28.0,user106@example.com,USA,Casado/a,Primaria
107.0,Taylor,45.0,,Germany,Soltero/a,Universitario
108.0,Robin,49.0,user108@example.com,Mexico,Casado/a,Universitario
109.0,Skyler,18.0,user109@example.com,USA,Viudo/a,Universitario
110.0,Taylor,64.0,user110@example.com,France,Divorciado/a,Primaria
111.0,Alex,45.0,user111@example.com,Italy,Divorciado/a,Universitario
112.0,Taylor,59.0,user112@example.com,Canada,Viudo/a,Secundaria
113.0,River,24.0,user113@example.com,Mexico,Soltero/a,Secundaria
114.0,Taylor,19.0,user114@example.com,Italy,Casado/a,Primaria
115.0,Alex,59.0,user115@example.com,Germany,Divorciado/a,Primaria
116.0,River,41.0,user116@example.com,Australia,Viudo/a,Primaria
117.0,Quinn,21.0,user117@example.com,France,Soltero/a,Postgrado
118.0,Dakota,61.0,user118@example.com,Germany,Divorciado/a,Universitario
119.0,Dakota,36.0,user119@example.com,Canada,Viudo/a,Primaria
120.0,Morgan,43.0,user120@example.com,Italy,Casado/a,Primaria
121.0,Quinn,28.0,user121@example.com,Japan,Viudo/a,
122.0,Quinn,57.0,user122@example.com,Canada,Soltero/a,Secundaria
123.0,Taylor,67.0,user123@example.com,Spain,Divorciado/a,Primaria
124.0,Dakota,60.0,user124@example.com,Mexico,Casado/a,Secundaria
125.0,Alex,,user125@example.com,Australia,Soltero/a,Secundaria
126.0,Casey,62.0,user126@example.com,France,Viudo/a,Postgrado
127.0,Casey,20.0,user127@example.com,UK,Divorciado/a,
128.0,River,29.0,user128@example.com,Italy,Divorciado/a,
129.0,Dakota,20.0,user129@example.com,Japan,Soltero/a,Primaria
130.0,Dakota,59.0,user130@example.com,UK,Casado/a,Universitario
131.0,Casey,44.0,user131@example.com,Mexico,Soltero/a,Primaria
132.0,Dakota,66.0,user132@example.com,Mexico,Divorciado/a,Primaria
133.0,Taylor,19.0,user133@example.com,France,Divorciado/a,Primaria
134.0,Skyler,66.0,user134@example.com,Japan,Divorciado/a,Primaria
135.0,Jordan,33.0,user135@example.com,Mexico,Casado/a,Primaria
136.0,Quinn,19.0,user136@example.com,UK,Divorciado/a,Primaria
137.0,Morgan,47.0,user137@example.com,Japan,Divorciado/a,Postgrado
138.0,River,37.0,user138@example.com,UK,Soltero/a,Universitario
139.0,Skyler,55.0,user139@example.com,Canada,Divorciado/a,Postgrado
140.0,Casey,45.0,user140@example.com,Germany,Viudo/a,Universitario
141.0,Quinn,42.0,user141@example.com,Japan,Soltero/a,Postgrado
,Dakota,49.0,user142@example.com,USA,Divorciado/a,Postgrado
143.0,Morgan,27.0,user143@example.com,Germany,Soltero/a,Primaria
144.0,Dakota,59.0,user144@example.com,Germany,Soltero/a,Postgrado
145.0,Alex,57.0,,Japan,Viudo/a,Universitario
146.0,Alex,50.0,user146@example.com,Australia,Soltero/a,Secundaria
147.0,Morgan,30.0,user147@example.com,Mexico,Soltero/a,Universitario
148.0,Morgan,58.0,user148@example.com,Canada,Casado/a,Postgrado
149.0,Casey,59.0,user149@example.com,Australia,,Secundaria
150.0,Morgan,,user150@example.com,Australia,Casado/a,Primaria
151.0,Taylor,54.0,user151@example.com,USA,Divorciado/a,Secundaria
152.0,Dakota,33.0,user152@example.com,Italy,Soltero/a,Primaria
153.0,Skyler,62.0,user153@example.com,Japan,Divorciado/a,Universitario
154.0,,39.0,user154@example.com,UK,Soltero/a,Secundaria
155.0,Morgan,37.0,user155@example.com,Mexico,Divorciado/a,Secundaria
156.0,River,67.0,user156@example.com,Australia,Soltero/a,Secundaria
157.0,Alex,60.0,user157@example.com,Canada,Divorciado/a,Primaria
158.0,Taylor,44.0,user158@example.com,Italy,Divorciado/a,Primaria
159.0,Quinn,58.0,user159@example.com,USA,Divorciado/a,Universitario
160.0,Robin,33.0,user160@example.com,Spain,Soltero/a,
161.0,Skyler,51.0,user161@example.com,Mexico,Divorciado/a,Postgrado
162.0,Robin,49.0,user162@example.com,Spain,Soltero/a,Primaria
163.0,Morgan,43.0,user163@example.com,Germany,Casado/a,Universitario
,Casey,42.0,user164@example.com,Australia,Divorciado/a,Secundaria
165.0,Alex,19.0,user165@example.com,,Viudo/a,Secundaria
166.0,Alex,29.0,user166@example.com,Mexico,Viudo/a,Secundaria
167.0,Quinn,57.0,user167@example.com,UK,Soltero/a,Universitario
168.0,Casey,26.0,user168@example.com,Italy,Viudo/a,Secundaria
169.0,Dakota,29.0,user169@example.com,Canada,Soltero/a,Secundaria
170.0,Jordan,43.0,user170@example.com,Mexico,Soltero/a,Primaria
171.0,Taylor,26.0,user171@example.com,UK,Viudo/a,Primaria
172.0,Alex,27.0,user172@example.com,Japan,Viudo/a,Universitario
173.0,River,49.0,user173@example.com,Spain,Casado/a,Primaria
174.0,,51.0,user174@example.com,Japan,Soltero/a,Postgrado
175.0,Robin,65.0,user175@example.com,Italy,Viudo/a,Universitario
176.0,Alex,37.0,user176@example.com,USA,Casado/a,Postgrado
177.0,Alex,56.0,user177@example.com,Australia,Casado/a,Postgrado
178.0,Jordan,19.0,user178@example.com,Mexico,Soltero/a,Universitario
179.0,Jordan,18.0,user179@example.com,,Divorciado/a,Primaria
180.0,Skyler,68.0,user180@example.com,Spain,,Primaria
181.0,Dakota,53.0,user181@example.com,Spain,Viudo/a,Universitario
182.0,River,41.0,user182@example.com,Mexico,Viudo/a,Postgrado
183.0,Alex,44.0,user183@example.com,Germany,,Universitario
184.0,Alex,19.0,user184@example.com,Japan,Viudo/a,Universitario
185.0,Taylor,48.0,user185@example.com,Spain,Viudo/a,Secundaria
186.0,Jordan,31.0,user186@example.com,UK,Casado/a,Secundaria
187.0,River,19.0,user187@example.com,Canada,Soltero/a,Postgrado
188.0,Quinn,46.0,user188@example.com,Australia,Casado/a,Primaria
189.0,Skyler,32.0,user189@example.com,Spain,Viudo/a,Secundaria
190.0,Dakota,29.0,user190@example.com,UK,Soltero/a,Secundaria
191.0,Casey,54.0,user191@example.com,Italy,Viudo/a,Postgrado
192.0,Dakota,45.0,user192@example.com,Italy,Soltero/a,Universitario
193.0,Robin,37.0,user193@example.com,Australia,Casado/a,Secundaria
194.0,Alex,56.0,user194@example.com,Germany,Soltero/a,Primaria
195.0,Skyler,41.0,user195@example.com,France,,Postgrado
196.0,Robin,,user196@example.com,,Viudo/a,Secundaria
197.0,,27.0,user197@example.com,USA,Soltero/a,Postgrado
198.0,Casey,63.0,user198@example.com,Germany,,Secundaria
199.0,Jordan,31.0,user199@example.com,Spain,Divorciado/a,Secundaria
200.0,Skyler,54.0,user200@example.com,Australia,Casado/a,
201.0,Skyler,,user201@example.com,Japan,Casado/a,Primaria
202.0,Alex,,user202@example.com,Italy,Casado/a,Primaria
203.0,Morgan,31.0,user203@example.com,UK,Casado/a,Universitario
204.0,Skyler,51.0,user204@example.com,Australia,Viudo/a,Secundaria
205.0,Taylor,29.0,user205@example.com,Japan,Divorciado/a,Universitario
206.0,Casey,39.0,user206@example.com,Germany,Casado/a,Postgrado
207.0,Casey,23.0,user207@example.com,,Soltero/a,Universitario
208.0,Taylor,53.0,user208@example.com,UK,Soltero/a,Postgrado
209.0,Quinn,62.0,user209@example.com,Canada,Viudo/a,Primaria
210.0,Taylor,53.0,user210@example.com,USA,Casado/a,Postgrado
211.0,Taylor,39.0,user211@example.com,Spain,Soltero/a,Postgrado
212.0,Casey,31.0,user212@example.com,Japan,Casado/a,Universitario
213.0,Dakota,33.0,user213@example.com,Australia,Soltero/a,Secundaria
214.0,Casey,53.0,user214@example.com,Australia,Viudo/a,Universitario
215.0,Morgan,42.0,user215@example.com,Mexico,Soltero/a,Primaria
216.0,Alex,49.0,user216@example.com,Italy,Casado/a,Primaria
217.0,Robin,50.0,user217@example.com,Spain,Casado/a,Primaria
218.0,Dakota,62.0,user218@example.com,Japan,Viudo/a,
,Jordan,53.0,user219@example.com,Australia,Divorciado/a,Universitario
220.0,Robin,37.0,user220@example.com,Canada,Casado/a,Postgrado
221.0,Alex,35.0,user221@example.com,UK,Divorciado/a,Postgrado
222.0,Morgan,55.0,user222@example.com,Spain,Casado/a,Secundaria
223.0,Morgan,20.0,user223@example.com,Germany,Viudo/a,Primaria
224.0,Jordan,40.0,user224@example.com,Canada,Soltero/a,Secundaria
,Dakota,49.0,user225@example.com,UK,Divorciado/a,Postgrado
226.0,Quinn,62.0,user226@example.com,France,Soltero/a,Primaria
227.0,Taylor,33.0,user227@example.com,Italy,Viudo/a,Secundaria
228.0,Dakota,22.0,user228@example.com,Spain,Viudo/a,
229.0,Quinn,21.0,user229@example.com,Japan,Viudo/a,Postgrado
230.0,Morgan,38.0,user230@example.com,USA,Casado/a,Secundaria
231.0,Casey,57.0,user231@example.com,UK,Casado/a,Postgrado
232.0,Alex,68.0,user232@example.com,Germany,Casado/a,Universitario
233.0,Jordan,31.0,user233@example.com,Australia,Casado/a,Universitario
234.0,Alex,56.0,user234@example.com,USA,Divorciado/a,Primaria
235.0,River,48.0,user235@example.com,Canada,Viudo/a,Universitario
236.0,River,31.0,user236@example.com,Italy,Divorciado/a,Universitario
237.0,Dakota,23.0,user237@example.com,Japan,Casado/a,Secundaria
238.0,,29.0,user238@example.com,USA,Soltero/a,Primaria
239.0,Morgan,33.0,user239@example.com,Germany,Divorciado/a,Secundaria
240.0,Taylor,34.0,user240@example.com,UK,Soltero/a,Secundaria
241.0,Taylor,62.0,user241@example.com,Japan,Casado/a,
242.0,Taylor,40.0,user242@example.com,France,Divorciado/a,Universitario
243.0,Casey,31.0,user243@example.com,Australia,Divorciado/a,Postgrado
244.0,,24.0,user244@example.com,Italy,Divorciado/a,Postgrado
245.0,Skyler,63.0,user245@example.com,USA,Soltero/a,Primaria
246.0,Robin,49.0,user246@example.com,Italy,Casado/a,Universitario
247.0,Alex,32.0,user247@example.com,Italy,Viudo/a,Postgrado
248.0,Robin,61.0,user248@example.com,Italy,,Secundaria
249.0,Casey,34.0,user249@example.com,,Casado/a,Universitario
250.0,Alex,58.0,user250@example.com,Italy,Divorciado/a,Primaria
251.0,Robin,64.0,user251@example.com,France,,Primaria
252.0,Casey,61.0,user252@example.com,Canada,Divorciado/a,
253.0,Skyler,51.0,,Germany,Casado/a,Postgrado
254.0,Robin,22.0,user254@example.com,Japan,Soltero/a,Secundaria
255.0,Casey,62.0,user255@example.com,France,Divorciado/a,Postgrado
256.0,Taylor,44.0,user256@example.com,Japan,Soltero/a,Universitario
257.0,Morgan,69.0,user257@example.com,Germany,Soltero/a,Primaria
258.0,Taylor,40.0,user258@example.com,Canada,Casado/a,Postgrado
259.0,Morgan,57.0,user259@example.com,Spain,Casado/a,Secundaria
260.0,Jordan,31.0,user260@example.com,Japan,Soltero/a,Universitario
261.0,Jordan,,user261@example.com,Japan,Soltero/a,Postgrado
262.0,Jordan,,user262@example.com,Canada,Viudo/a,Universitario
,Skyler,50.0,user263@example.com,USA,Viudo/a,Universitario
264.0,Taylor,48.0,user264@example.com,France,Casado/a,
265.0,Morgan,52.0,user265@example.com,USA,Divorciado/a,Secundaria
266.0,Casey,34.0,user266@example.com,USA,Soltero/a,Universitario
267.0,Alex,45.0,user267@example.com,USA,Divorciado/a,
,Casey,36.0,user268@example.com,Italy,Soltero/a,Postgrado
269.0,Alex,63.0,user269@example.com,Australia,Casado/a,Secundaria
270.0,River,40.0,user270@example.com,Japan,Divorciado/a,Postgrado
271.0,,49.0,user271@example.com,USA,Casado/a,Primaria
272.0,Robin,57.0,user272@example.com,France,Soltero/a,Postgrado
273.0,Robin,30.0,user273@example.com,Australia,Casado/a,Universitario
274.0,Dakota,37.0,user274@example.com,Australia,Divorciado/a,Primaria
275.0,Taylor,52.0,user275@example.com,USA,Viudo/a,Postgrado
276.0,Alex,22.0,user276@example.com,UK,Casado/a,Primaria
277.0,Alex,26.0,user277@example.com,USA,Divorciado/a,Secundaria
278.0,Taylor,46.0,user278@example.com,UK,Casado/a,
279.0,Skyler,23.0,user279@example.com,USA,Casado/a,Postgrado
280.0,Dakota,42.0,user280@example.com,,Viudo/a,Secundaria
281.0,Skyler,48.0,user281@example.com,UK,Divorciado/a,Postgrado
282.0,Skyler,39.0,user282@example.com,Italy,Divorciado/a,Primaria
283.0,Skyler,19.0,user283@example.com,Australia,Divorciado/a,Secundaria
284.0,Taylor,,user284@example.com,USA,Soltero/a,Primaria
285.0,Skyler,22.0,user285@example.com,Australia,Casado/a,Postgrado
286.0,Robin,44.0,user286@example.com,USA,Viudo/a,Postgrado
287.0,Jordan,42.0,user287@example.com,,Divorciado/a,Postgrado
,River,25.0,user288@example.com,Japan,Viudo/a,Postgrado
289.0,Alex,18.0,user289@example.com,Mexico,Soltero/a,Primaria
290.0,Alex,37.0,user290@example.com,USA,,Postgrado
291.0,River,61.0,user291@example.com,Mexico,Viudo/a,Secundaria
292.0,Taylor,40.0,user292@example.com,Canada,Divorciado/a,Secundaria
293.0,Casey,49.0,user293@example.com,Canada,Viudo/a,Universitario
294.0,Taylor,28.0,user294@example.com,Australia,Divorciado/a,Secundaria
,Alex,56.0,user295@example.com,UK,Divorciado/a,Universitario
296.0,Alex,64.0,user296@example.com,USA,Soltero/a,Secundaria
297.0,River,41.0,user297@example.com,Germany,Viudo/a,Secundaria
298.0,Skyler,28.0,user298@example.com,USA,,Postgrado
299.0,Taylor,46.0,user299@example.com,USA,Casado/a,Secundaria
300.0,Morgan,43.0,user300@example.com,Germany,Soltero/a,Postgrado
301.0,River,33.0,user301@example.com,Canada,Divorciado/a,Postgrado
302.0,Robin,52.0,user302@example.com,Mexico,Viudo/a,Secundaria
303.0,Alex,37.0,user303@example.com,Australia,Casado/a,Primaria
304.0,River,63.0,,Canada,Casado/a,Postgrado
305.0,Taylor,20.0,user305@example.com,Germany,Casado/a,Secundaria
306.0,Alex,18.0,user306@example.com,USA,Casado/a,Primaria
307.0,Casey,,user307@example.com,Canada,Viudo/a,Secundaria
308.0,River,18.0,user308@example.com,France,Divorciado/a,Secundaria
309.0,Dakota,34.0,user309@example.com,,Casado/a,Primaria
310.0,Alex,19.0,user310@example.com,USA,Divorciado/a,Secundaria
311.0,Taylor,46.0,user311@example.com,Spain,Soltero/a,Postgrado
312.0,Jordan,37.0,user312@example.com,Germany,Divorciado/a,Universitario
,,23.0,user313@example.com,Italy,Casado/a,Universitario
314.0,Quinn,25.0,user314@example.com,UK,Soltero/a,Secundaria
315.0,Skyler,46.0,user315@example.com,Italy,Soltero/a,Universitario
316.0,Quinn,65.0,user316@example.com,Canada,Soltero/a,Universitario
317.0,Taylor,68.0,user317@example.com,USA,Casado/a,Universitario
318.0,Robin,50.0,user318@example.com,UK,Divorciado/a,Postgrado
319.0,Robin,20.0,user319@example.com,UK,Viudo/a,Postgrado
320.0,Jordan,,user320@example.com,Australia,Divorciado/a,Universitario
321.0,Skyler,22.0,user321@example.com,Italy,Casado/a,Primaria
322.0,Dakota,44.0,user322@example.com,USA,Casado/a,Primaria
323.0,Jordan,61.0,user323@example.com,Australia,Soltero/a,Primaria
324.0,Quinn,29.0,,Mexico,Divorciado/a,Postgrado
325.0,Jordan,37.0,user325@example.com,Italy,Casado/a,Postgrado
326.0,,62.0,user326@example.com,Japan,Casado/a,Postgrado
327.0,Alex,37.0,user327@example.com,Japan,Viudo/a,Postgrado
,Robin,26.0,user328@example.com,Australia,Divorciado/a,Universitario
329.0,Alex,56.0,user329@example.com,Mexico,Soltero/a,Postgrado
330.0,Morgan,21.0,user330@example.com,France,Soltero/a,Universitario
331.0,Skyler,68.0,user331@example.com,France,Soltero/a,Primaria
332.0,Dakota,36.0,,Japan,Divorciado/a,Universitario
333.0,Quinn,55.0,user333@example.com,Spain,Casado/a,Primaria
334.0,Dakota,44.0,user334@example.com,Germany,Casado/a,
335.0,Quinn,62.0,user335@example.com,Germany,Viudo/a,Primaria
336.0,Taylor,60.0,user336@example.com,Spain,Viudo/a,Primaria
337.0,Jordan,30.0,user337@example.com,Australia,Casado/a,Universitario
338.0,Morgan,30.0,user338@example.com,Germany,Casado/a,Primaria
339.0,Robin,39.0,user339@example.com,Germany,Divorciado/a,Secundaria
340.0,Quinn,45.0,user340@example.com,Italy,Viudo/a,Primaria
341.0,Dakota,,user341@example.com,,Soltero/a,Postgrado
342.0,Morgan,64.0,user342@example.com,Spain,Soltero/a,Primaria
343.0,Casey,62.0,user343@example.com,USA,Soltero/a,Secundaria
344.0,Casey,39.0,user344@example.com,Mexico,Soltero/a,Universitario
345.0,Alex,60.0,user345@example.com,Australia,Casado/a,Primaria
346.0,Robin,36.0,user346@example.com,Italy,Casado/a,Secundaria
347.0,Taylor,25.0,user347@example.com,Italy,Divorciado/a,Postgrado
348.0,Dakota,69.0,user348@example.com,France,Soltero/a,Postgrado
349.0,Jordan,25.0,user349@example.com,Mexico,Casado/a,Universitario
350.0,Jordan,59.0,user350@example.com,France,Casado/a,Postgrado
351.0,Dakota,43.0,user351@example.com,USA,Casado/a,Secundaria
352.0,Skyler,65.0,user352@example.com,Mexico,Soltero/a,Primaria
353.0,Taylor,68.0,user353@example.com,Germany,Casado/a,Secundaria
354.0,Morgan,43.0,user354@example.com,France,Viudo/a,
,Quinn,40.0,user355@example.com,Japan,Soltero/a,Primaria
356.0,Skyler,60.0,user356@example.com,Australia,Soltero/a,Secundaria
357.0,Quinn,30.0,user357@example.com,Germany,Viudo/a,Universitario
358.0,Quinn,45.0,user358@example.com,Mexico,Divorciado/a,Universitario
,Skyler,26.0,,Japan,Divorciado/a,Primaria
360.0,Alex,37.0,user360@example.com,USA,Soltero/a,Primaria
361.0,Casey,36.0,user361@example.com,Japan,Soltero/a,Postgrado
362.0,Quinn,65.0,user362@example.com,Italy,Soltero/a,Postgrado
363.0,Skyler,,,Spain,Viudo/a,Primaria
364.0,Skyler,68.0,user364@example.com,Japan,Casado/a,Postgrado
365.0,River,29.0,user365@example.com,UK,Viudo/a,Primaria
366.0,Alex,32.0,user366@example.com,USA,Casado/a,Postgrado
367.0,Robin,48.0,user367@example.com,,Casado/a,Secundaria
368.0,River,31.0,user368@example.com,France,Divorciado/a,Universitario
369.0,River,28.0,user369@example.com,Canada,Viudo/a,Primaria
370.0,Dakota,43.0,user370@example.com,USA,Viudo/a,Primaria
371.0,Casey,59.0,user371@example.com,UK,Soltero/a,Primaria
372.0,Skyler,44.0,user372@example.com,Italy,Viudo/a,Secundaria
373.0,,28.0,user373@example.com,France,Casado/a,Universitario
374.0,Taylor,55.0,user374@example.com,Australia,Casado/a,Postgrado
375.0,Dakota,51.0,user375@example.com,Canada,Viudo/a,Postgrado
376.0,Robin,60.0,user376@example.com,Japan,Divorciado/a,Universitario
377.0,Casey,36.0,user377@example.com,UK,Divorciado/a,Postgrado
378.0,,23.0,user378@example.com,Japan,Soltero/a,
379.0,Quinn,63.0,user379@example.com,Australia,Soltero/a,Universitario
380.0,Taylor,69.0,user380@example.com,USA,Casado/a,Secundaria
381.0,Alex,55.0,user381@example.com,Spain,Viudo/a,Universitario
382.0,Robin,,user382@example.com,UK,Casado/a,Primaria
383.0,Taylor,59.0,user383@example.com,Mexico,Casado/a,Universitario
384.0,Quinn,45.0,user384@example.com,Germany,Viudo/a,Secundaria
385.0,Dakota,18.0,user385@example.com,Mexico,Casado/a,Secundaria
386.0,Quinn,52.0,user386@example.com,Spain,Casado/a,Universitario
387.0,River,57.0,user387@example.com,Australia,Divorciado/a,Universitario
388.0,Quinn,25.0,user388@example.com,Mexico,Soltero/a,Postgrado
389.0,River,69.0,user389@example.com,Italy,Divorciado/a,Postgrado
390.0,Dakota,64.0,user390@example.com,UK,Soltero/a,Primaria
391.0,,24.0,user391@example.com,Italy,Soltero/a,Postgrado
392.0,River,28.0,user392@example.com,,Soltero/a,Primaria
393.0,Alex,56.0,user393@example.com,Spain,Divorciado/a,Primaria
394.0,Quinn,21.0,user394@example.com,Canada,Viudo/a,Universitario
395.0,Quinn,42.0,user395@example.com,Canada,Casado/a,Postgrado
396.0,Alex,29.0,user396@example.com,Canada,Viudo/a,Secundaria
397.0,Jordan,43.0,user397@example.com,USA,Viudo/a,Secundaria
398.0,Skyler,55.0,,USA,Soltero/a,Universitario
399.0,Morgan,63.0,user399@example.com,Spain,Soltero/a,Secundaria
400.0,Robin,29.0,user400@example.com,France,Divorciado/a,Secundaria
401.0,River,60.0,user401@example.com,Mexico,Divorciado/a,Universitario
402.0,Alex,68.0,user402@example.com,USA,Casado/a,Secundaria
403.0,Dakota,54.0,user403@example.com,Japan,Viudo/a,Universitario
404.0,River,,user404@example.com,Italy,Viudo/a,Primaria
